username,category,engagement_rate,alignment_genZ
thesweetbelly,food,0.011,0
noshwithtash,food,0.024,0
thefrugalgirls,food,0.036,0
healthy_happy_molly,food,0.038,1
frugalmomeh,food,0.01,1
eatwithellen,food,0.066,0
weekendgourmet,food,0.044,1
thedomesticdivamd,food,0.041,1
erinsinsidejob,food,0.047,0
helloglowblog,food,0.02,1
whoneedsacape,food,0.041,0
tarynshealthylife,food,0.053,0
two_sleevers,food,0.066,1
caitlinjones,food,0.053,1
hungryfoodlove,food,0.029,1
savoringtheflavoring,food,0.066,0
slimmingworld_katylouise,food,0.052,0
beckilw_sw,food,0.047,1
vanillacrunnch,food,0.07,0
mrsislandbreeze,food,0.058,0
sweetsavoryeats,food,0.04,1
hunajainensam,food,0.04,1
evseats,food,0.068,0
gbf_mag,food,0.017,0
feedmedearly,food,0.018,1
alexismadeline_,food,0.033,1
lunchboxdad,food,0.044,1
bromabakery,food,0.045,0
food_stylist_,food,0.046,0
brunchboys,food,0.051,1
twohungrypeasinapod,food,0.067,0
eatlittlebird,food,0.049,1
slimmingworld_simon,food,0.06,1
homemakershabitat,food,0.069,0
thaliaho,food,0.018,0
foodwithmonica,food,0.049,1
slimmingwjade,food,0.037,0
the_oomph_flavour,food,0.042,1
julietgisele,food,0.012,0
jasonstorer_sw,food,0.015,1
roubadinhas,food,0.035,1
onceuponacraving_,food,0.081,0
sheforksphx,food,0.022,0
lanadelbeer,food,0.045,0
rodrigo.vilasboas,food,0.025,1
angie_sw_tuxford,food,0.081,0
toronto.fitchick.sofia,food,0.029,0
kokerellen,food,0.015,0
forchfournier.hotdog,food,0.094,1
tasteofhome,food,0.058,1
kellyjonesrd,food,0.069,0
sabrina_healthy_happy,food,0.132,0
naturaleemporiolight,food,0.042,1
biteswithbre,food,0.058,0
theedinburgers,food,0.048,0
essbeevee_wwuk,food,0.014,0
foodquotesnl,food,0.036,1
lifewiththecrustcutoff,food,0.011,0
chicagofoodiesisters,food,0.049,1
zenandspice,food,0.049,1
nikinoo_sw,food,0.064,1
lau_diet,food,0.029,1
jivagoernesto,food,0.049,1
nutritioninthekitch,food,0.063,1
missfoodie88,food,0.062,1
johnniecollins,food,0.05,0
ww_beyond.the.scale,food,0.021,0
lacucinadiema,food,0.011,0
dessertsbydana,food,0.026,0
fedandfit,food,0.022,0
piccolobloguk,food,0.057,0
nathaliesader,food,0.052,0
katiejasiewicz,food,0.053,1
dressesandcakes,food,0.036,0
joanna_everydaymadefresh,food,0.03,1
kittin23,food,0.064,1
glutenfreeparaprincipiantes,food,0.048,1
nickyward86,food,0.027,1
ediblelongisland,food,0.065,1
brianamthomas,food,0.022,1
breakfastcriminals,food,0.015,1
pitmasterx,food,0.036,1
killgwen,food,0.053,0
flobonneschoses,food,0.069,1
gastronomoconversa,food,0.054,0
tacchiepentole,food,0.022,0
desiliciousrd,food,0.019,1
szabojucus.5hozzavalo,food,0.048,1
sugar2.0,food,0.029,0
styledfortwo,food,0.025,0
a.normality,food,0.024,1
dearcrissy,food,0.068,0
the.delicious.life,food,0.034,1
marekfitness,food,0.041,0
foodecall,food,0.04,0
courtneybpinkerton,food,0.049,1
culturecheese,food,0.063,1
thepreppyhostess,food,0.012,1
yazzawilson.hotdog,food,0.018,0
what.jess.loves,food,0.076,1
deedls,food,0.032,1
lisaeatworld,food,0.045,0
lindaeatsworld,food,0.018,0
about.liz,food,0.039,0
latinglow,food,0.015,1
mrsflury,food,0.017,0
gracelisamay,food,0.047,1
laurelevans,food,0.05,0
365daysofbaking,food,0.024,0
kevmasse,food,0.02,0
un_biscotto_per_due,food,0.036,1
mammaargi,food,0.024,0
the_lazyfoodie,food,0.147,1
zucker.stueckchen,food,0.038,1
brothersgreen,food,0.025,0
vegetarianventures,food,0.013,1
letsmingleblog,food,0.044,0
jacolynmurphydesigns,food,0.032,1
goodfoodtoronto,food,0.055,0
flowermailuae,food,0.05,0
themommyspice,food,0.051,0
aleuriselli,food,0.03,0
gingeybites,food,0.044,1
foodienationtt,food,0.027,0
ezpzmealz,food,0.036,0
foodlifelove,food,0.027,1
dandy.eats,food,0.045,0
1ou2cocktails,food,0.038,1
hungry.blonde,food,0.031,0
michelleutterlyscrummy,food,0.027,0
whatjewwannaeat,food,0.056,1
simplenseasonal,food,0.033,1
azestybite,food,0.059,0
divascancook,food,0.043,0
abountifulkitchen,food,0.051,1
alexychoey,food,0.053,1
joythebaker,food,0.037,1
confessionsofafitfoodie,food,0.016,0
celebrationsathome,food,0.044,0
zomatouae,food,0.032,0
thescrumptiousscavengers,food,0.047,0
sammyhyatt,food,0.039,0
whiteglovedvegan,food,0.049,1
stephyjayne_sw,food,0.011,1
brejada,food,0.025,1
babyfoodideas,food,0.039,0
emmymade,food,0.056,0
antiwheatgirl,food,0.044,1
foodcellfie,food,0.026,1
milkwithnosugar,food,0.013,0
eatnblogkarachi,food,0.015,0
foodbeforelove,food,0.021,0
beckyexcell,food,0.043,1
monigurumi,food,0.05,0
lavenderandlovage,food,0.059,0
laurenargonne,food,0.013,0
thegrubfather,food,0.068,1
hellthyjunkfood,food,0.014,1
tpmpraquetequero,food,0.029,1
foodjunkienyc,food,0.046,1
thefoodiebloggurl,food,0.021,1
bingingwithbabish,food,0.046,0
floridafoodandfarm,food,0.015,0
comedinewithliz_sw,food,0.039,0
stephaniieluvshopping,food,0.044,1
slimmerthatsnacks,food,0.05,0
withhusbandintow,food,0.051,0
twiggstudios,food,0.059,0
amydgorin,food,0.086,1
thefoodiecorner,food,0.014,1
pappaecicci,food,0.016,1
tasteofrunway,food,0.045,0
eatmaine,food,0.06,1
thefodmapper,food,0.043,1
chefholzman,food,0.05,0
yvonnesvegankitchen,food,0.128,0
curitidoce,food,0.018,0
emmasoninsta,food,0.021,1
mizillion.world,food,0.014,1
confessionofadietitian,food,0.034,1
mallorychase.nutrition,food,0.049,0
natedoesfood,food,0.139,1
thejoburgfoodie,food,0.019,0
lamiacucinarossa,food,0.084,1
getgo,food,0.022,1
un_enologa_in_cucina,food,0.038,1
jane_lemot,food,0.034,1
angesdesucre,food,0.07,0
thebelfastfoodblogger,food,0.051,1
brookelark,food,0.021,0
healthyhelper,food,0.047,0
mirella_giannuzzi,food,0.069,0
alyssagagarin,food,0.034,0
taystytravels_,food,0.128,1
soapdeli,food,0.068,0
thedishelinguide,food,0.037,1
nutritoxvitamins,food,0.141,1
rumbameats,food,0.113,0
tomaszagoda,food,0.065,0
tamingtwins,food,0.056,0
katie_slimmingworldx,food,0.055,1
slimmingworld_ems,food,0.138,1
natashacorrett,food,0.026,1
shabosphere,food,0.066,1
simonaskitchen,food,0.023,0
winendinedetroit,food,0.022,1
rhismai_sw,food,0.067,1
sophronia218,food,0.023,1
syrupandbiscuits,food,0.044,0
ectomorphuss,food,0.024,1
health.4.happiness,food,0.055,1
kajaand,food,0.038,0
eatingnyc,food,0.022,1
mobkitchenuk,food,0.058,1
_watchfreak_,food,0.06,1
ilary.g93,food,0.037,0
cerisesetgourmandises,food,0.028,1
ameliafreer,food,0.034,1
thefoodandwinemarshall,food,0.045,0
healthymama.uk,food,0.015,1
julessmithie_sw,food,0.044,1
prettyinpistachio,food,0.051,1
fiona_dawson,food,0.01,1
tishacherry,food,0.064,1
samantha_barnaby,food,0.055,0
thekittchen,food,0.025,0
lifeofcharlouise,food,0.051,0
rawjuicebarbados,food,0.065,1
travelswithmichaela,food,0.01,1
yasminlauren_slimming,food,0.059,0
kristin.f.simmons,food,0.016,1
laurenginger,food,0.027,1
onearmedmama_tristin,food,0.054,1
thedecoratedcookie,food,0.065,0
chefnathanlyon,food,0.063,0
momdotofficial,food,0.025,0
vanigliacooking,food,0.063,0
whatsforiftar,food,0.049,0
momlovesbaking,food,0.048,1
certifiednosh,food,0.036,1
doughnatsmtl,food,0.043,0
rosemarythymeblogspotcom,food,0.018,1
candyeatsyyc,food,0.03,1
hezzid,food,0.026,1
alwaysdte,food,0.03,1
beaute_conseils_dz,food,0.055,0
thebarekitchen_,food,0.037,1
prajiturela,food,0.059,0
jensoltys,food,0.032,0
cally_oneill,food,0.067,0
the.fresh.pursuit,food,0.039,0
wrightkitchen,food,0.061,1
nutritionbymia,food,0.017,1
thetastybite,food,0.053,1
mochasandmimosas,food,0.026,1
e_eva,food,0.025,1
thediaryofsonia,food,0.09,0
stefanobroccoli,food,0.086,0
percolatekitchen,food,0.041,1
annasolomon18,food,0.029,0
julesdenby,food,0.026,1
chefyasmia,food,0.039,0
mundoverdevilaolimpia,food,0.067,1
shasarna,food,0.057,1
biancavaniglia,food,0.047,1
urbanblisslife,food,0.042,1
thelocalpalate,food,0.035,1
leesupercharged,food,0.127,0
pursuitofdelights,food,0.038,0
thatswhatsheeats,food,0.038,1
mysweetzepol,food,0.02,1
kenzietwomack,food,0.065,1
ilfiordicappero,food,0.025,0
thebiteshot,food,0.041,1
sydneyfoodsisters,food,0.064,1
vegtourist,food,0.015,0
anallievent,food,0.045,1
scousewifesworld,food,0.012,1
squirrel_kitchen,food,0.131,1
zurichfoodadvisor,food,0.054,1
towers_weightjourney,food,0.107,1
mamalatina,food,0.069,0
ashley_marie_x,food,0.056,0
liciasangermano,food,0.06,1
this_time_ive_done_it,food,0.035,0
mealpreponfleek,food,0.022,1
bpoulsonrd,food,0.116,1
lettuceattend,food,0.014,1
chefrosecleermarie,food,0.025,0
kisslifehelllo,food,0.037,0
the.cake.mama,food,0.056,1
yunsun1213,food,0.034,1
the_starving_actor,food,0.065,0
idreaminflowers,food,0.04,1
lilou_amore,food,0.051,0
michiganepicure,food,0.058,1
gourmelita,food,0.017,0
nutilight,food,0.037,0
arseniclace,food,0.068,0
the_forest_cantina,food,0.021,1
frugalmama,food,0.069,0
inthekitchenwithkate,food,0.057,0
staygorgeouslc,food,0.034,0
kathypatalsky,food,0.016,0
healthygrocerygirl,food,0.048,0
okcovereasy,food,0.033,1
oldhousetonewhome,food,0.044,1
avokween,food,0.026,0
basicndeliciousllc,food,0.064,1
iamzeked,food,0.033,0
h2naturalbeauty,food,0.044,1
thehappiestnutritionist,food,0.029,1
thehealthmason,food,0.051,1
roody.s,food,0.069,0
ketowithgabby,food,0.104,0
thefinelychopped,food,0.014,1
scricciolo92,food,0.035,0
charlestonfoodiebabe,food,0.066,1
rachaelsgoodeats,food,0.047,0
sweetsimplevegan,food,0.03,0
becky_biteofdelight,food,0.097,1
runningwithfrosting,food,0.1,1
happycoffee_org,food,0.032,0
catherine_frawley,food,0.018,0
mydailyobsessions,food,0.026,0
anediblemosaic,food,0.011,0
mesapostariopreto,food,0.042,1
thefeistyfoodie,food,0.069,0
harrison_and_bailey,food,0.104,1
foodbusker,food,0.127,0
georgiabarnesau,food,0.043,0
healthylittlepeach,food,0.055,0
gemma_stafford,food,0.141,1
sivanmolokoroshianu,food,0.043,0
blondeswhoeat,food,0.017,0
cavegrrl,food,0.057,1
lauracott.x,food,0.036,0
heavenlyrecipes,food,0.059,1
domus_gusti,food,0.057,1
doshaziz,food,0.023,0
alixturoff_rd,food,0.064,0
findingzest,food,0.04,0
lifeslittlesweets,food,0.059,0
stellarioborgia,food,0.028,1
avocadoathletes,food,0.02,1
berth_restaurantevents,food,0.023,1
fullfrontalbacon,food,0.011,1
boozechewsviews,food,0.069,0
momneedschocolate,food,0.07,0
em_ily53,food,0.041,1
bigbarkhunterbbq,food,0.055,0
confessionsofachocoholic,food,0.038,1
calorie.fixes,food,0.055,1
familyfoodie,food,0.023,0
lifewithmailoha,food,0.058,1
theslimmingguy,food,0.149,0
miglutenfreegal,food,0.076,0
dan.bennett,food,0.06,1
sweetcsdesigns,food,0.065,1
lou_wwgoldmember,food,0.015,0
richrips420,food,0.028,1
anotherpintplease,food,0.049,1
fiona_slimmingworld_diaries,food,0.045,1
erinpalinskiwade,food,0.026,1
eatwithmao,food,0.063,1
freefromfairy,food,0.067,0
yelpcalgary,food,0.065,0
sociableceliac,food,0.063,1
bianca_beatz5150,food,0.07,1
jacobs_food_diaries,food,0.036,1
lewise_sw,food,0.042,0
pocketsizedcook,food,0.011,1
calipso_accesorio,food,0.017,1
eastcoastfeastcoast,food,0.055,1
cakesmyth,food,0.025,1
nonsolofood,food,0.06,1
leanstudentchef,food,0.055,1
_charlotteslimmingworld,food,0.019,0
setxfoodies,food,0.053,1
mattarmendariz,food,0.147,1
plantbasedblonde,food,0.05,1
alcslimmingworld,food,0.048,1
spamellab,food,0.056,1
withtwospoons,food,0.018,0
youhavenotbeenherebefore,food,0.055,1
hannah_francis,food,0.043,0
thanksalatteblog,food,0.033,0
tania_wwuk,food,0.014,0
organicmeg,food,0.048,0
lilinhaangel,food,0.022,1
craving_happy,food,0.053,1
dettaglidisilvia,food,0.056,1
oxfordable,food,0.046,1
lifeasamaven,food,0.054,1
realfoodology,food,0.03,0
naomi_dsouza,food,0.014,1
everafterinthewoods,food,0.045,0
mamatsita,food,0.025,0
latavernadegliarna,food,0.065,1
365dayscrockpot,food,0.02,1
thefreshscoop,food,0.053,0
wheremyfoodat,food,0.083,0
dariuscooks,food,0.068,1
domestikateblog,food,0.022,0
farmersgirlcook,food,0.055,0
lettucebehappy,food,0.064,0
balancewithb,food,0.038,1
kaleandcupcakes.co.uk,food,0.036,1
littlelifetable,food,0.067,1
niksnacks,food,0.059,1
stefanocavada,food,0.132,0
cyneats,food,0.025,1
rdugems,food,0.03,0
thefoodvibe,food,0.041,1
smellslikewax,food,0.026,0
realmomnutrition,food,0.023,1
brookiescookiesco,food,0.025,1
bekaneggs,food,0.047,0
handmadecharlotte,food,0.029,1
foodnfocus,food,0.069,0
rachaels_swinsta,food,0.053,0
little_tummy,food,0.045,1
ohsweetbasil,food,0.088,0
lulusdreamtown,food,0.031,0
treeheath88,food,0.022,1
hungryhobbyrd,food,0.057,0
theprinsiderbe,food,0.13,1
pinktealatte,food,0.055,1
karachifoodguide,food,0.051,1
bethylou10,food,0.053,1
dukesnduchesses,food,0.024,1
avegetarianinitaly,food,0.036,0
bucketlisttummy_rd,food,0.046,0
annelinawaller,food,0.011,1
thebluebirdkitchen,food,0.065,1
spoonsandstilettos,food,0.062,0
jesspryles,food,0.069,1
rowan_claughton,food,0.021,0
amylousfitsnfoods,food,0.023,1
enya_todd,food,0.069,1
watchcog,food,0.029,1
gigiikent,food,0.049,1
lilydiamond,food,0.02,1
meowjoce,food,0.033,0
ilgolosomangiarsano,food,0.055,0
gitteogfilip,food,0.042,0
tildapettersson86,food,0.01,1
smiling_notes,food,0.046,1
da.vi.de,food,0.031,0
carolinelfranco,food,0.027,0
emmavictoriastokes,food,0.064,0
veronicaculvernpb,food,0.021,0
weelicious,food,0.068,1
jamiekamber,food,0.059,0
blogghetti,food,0.046,0
kala.jamoon,food,0.138,0
alisiaapricot,food,0.058,1
myeverydaytable,food,0.021,0
lovebakesgoodcakes,food,0.012,0
bloggokin,food,0.026,0
fittyfoodlicious,food,0.039,1
theravenouspig,food,0.024,0
diningwithskyler,food,0.058,0
smudge_eats,food,0.019,1
secretsquirrelfood,food,0.061,0
eatpaleta,food,0.018,0
lapastanoengorda,food,0.088,0
faith_hope_love_and_luck,food,0.135,1
poetinthepantry,food,0.025,1
dessertsrequired,food,0.047,1
thetoogoodlife,food,0.061,1
kabukirune,food,0.031,0
hanielas,food,0.022,1
jennchanmedia,food,0.021,0
comarcadoparahybuna,food,0.052,0
the_hutch_oven,food,0.019,0
marthastewart,food,0.021,1
vamosreceber,food,0.036,1
mangoandbliss,food,0.011,1
lagonzi,food,0.033,0
beautyandthebeets,food,0.037,1
littlepeepseats,food,0.016,0
cook.eat.explore,food,0.057,1
foodren,food,0.023,1
alittlelusciousness,food,0.026,1
fruitysophie,food,0.066,1
lovenerdmaggie,food,0.037,1
grandbabycakes,food,0.062,1
helenaandvikki,food,0.067,1
eatlivtravwrite,food,0.044,0
magicalsucculents,food,0.035,1
ashyi,food,0.026,0
therecipehunters,food,0.023,1
minutritionist,food,0.055,0
chefmichy,food,0.065,0
veganphx,food,0.036,0
thebrothersbuoy,food,0.064,0
eatingrichly,food,0.038,0
womaninreallife,food,0.064,0
constancelyeating,food,0.07,1
skinnykitchensecrets,food,0.137,0
theareparepublic,food,0.059,1
sitaar,food,0.04,1
phoebelapine,food,0.042,1
thecardswedrew,food,0.013,1
katyjaynesw,food,0.137,1
libbylimon,food,0.029,0
mashhadchef_offers,food,0.018,0
watermelanies,food,0.048,0
milknhoneynutrition,food,0.029,0
deestricker,food,0.049,1
_missbroccoli,food,0.037,1
beautifulfoodie,food,0.035,1
showmewholeliving,food,0.05,1
yhoo0509,food,0.033,0
melbourne.escapades,food,0.024,1
peanut.blossom,food,0.018,0
messforless,food,0.046,1
paulpayasalad,food,0.067,0
veegmama,food,0.02,0
vagneroliiiveira,food,0.011,1
mylifeisdelicious,food,0.017,0
nannafreving,food,0.068,0
onelovelylife1,food,0.035,0
wakeupeatthis,food,0.069,1
alyssaandcarla,food,0.017,0
beautyandthebefort,food,0.028,0
chopstickpanorama,food,0.068,1
carmycotugno,food,0.045,1
thebrightongirl,food,0.07,0
victorvillarpando,food,0.025,1
christiannkoepke,food,0.011,0
la_maga_in_cucina,food,0.052,1
nishabalsara,food,0.023,1
chef.souschef,food,0.047,1
cristinaferrer,food,0.019,0
nup__i,food,0.114,0
chefeitanbernath,food,0.061,0
ourfamilyworld,food,0.016,1
claire_louise_ohara,food,0.067,1
ketoislife,food,0.032,1
yorkshiregourmet,food,0.047,0
urbaine_city,food,0.065,0
beachhutcook,food,0.035,1
inquiringchef,food,0.017,0
momfitnessdiary,food,0.047,1
fullofsips,food,0.064,0
nomadista_nutrition,food,0.12,1
shelzolkewich,food,0.041,0
dashofjazzblog,food,0.055,1
lydioutloud,food,0.022,0
vijayaselvaraju,food,0.15,1
cnc_abbie,food,0.02,0
traceyceurvels,food,0.037,0
emmaanyfit,food,0.015,0
berettafarms,food,0.147,0
austinfoodstagram,food,0.042,1
lacajachinabbqgrills,food,0.013,1
funsquaredblog,food,0.011,1
galya_shi,food,0.136,1
eatinguplondon,food,0.016,1
kateballamy,food,0.016,1
veganyoungmom,food,0.035,0
sweetpaulmagazine,food,0.061,0
thecitylane,food,0.033,0
vale_fitnotfat,food,0.029,0
lovecoffee_club,food,0.035,0
amishoesmith,food,0.044,1
cookut,food,0.052,0
lillunakristyn,food,0.049,1
ginginginde,food,0.053,0
simplecaresteph,food,0.064,0
okserasera,food,0.144,1
jannisxjay,food,0.132,0
cook_eat_love,food,0.037,0
mama_sw,food,0.042,0
crayonsandcravings,food,0.065,0
br00x13,food,0.04,1
valmg,food,0.062,1
charlotte_collard,food,0.052,1
cleliab_com,food,0.017,1
barefeetkitchen,food,0.125,1
karabearfit,food,0.019,1
gluesticksblog,food,0.019,0
veverkakokos,food,0.037,0
stephwithph,food,0.037,0
fadoirishpub,food,0.015,1
geohernandez,food,0.054,1
theproteinbabe,food,0.035,1
vanigliabourbon,food,0.028,0
mareikeee_l,food,0.026,1
chrissie_beth,food,0.06,0
virandovegana,food,0.056,0
dolcedolcecarla,food,0.047,1
mitsuhamburg,food,0.025,0
spoonwithrosie,food,0.067,0
kburg21,food,0.014,0
mapleandmarigold,food,0.052,0
houseofdelish,food,0.07,0
sweetlifestyle.ca,food,0.016,0
shewanderlustsinblack,food,0.028,0
foreverfrugal_foreverfree,food,0.046,1
meandmypinkmixer,food,0.016,0
rads02,food,0.03,1
eatplaycbus,food,0.024,0
diy_candy,food,0.07,1
foodlovetog,food,0.061,0
phillygrub,food,0.033,1
voortman_cookies,food,0.017,1
kickingitwithkelly,food,0.037,1
thefoodies.sa,food,0.05,0
valeairoldi,food,0.03,1
antoninaparker,food,0.061,1
richardblais,food,0.043,0
frittomisto.cucinaedemozioni,food,0.061,0
yagottahaveahobby,food,0.024,1
gittemary,food,0.038,0
_greta_g,food,0.029,0
madebyaprincess,food,0.02,1
gymbunnydublin,food,0.057,0
the.fodmap.talk,food,0.039,0
scrappy_geek,food,0.053,0
goodiegoodieglutenfree,food,0.023,1
healthywithnedi,food,0.053,1
chefzoeyblaq,food,0.12,0
thatgirlwithpinknails,food,0.041,0
ohiobeef,food,0.018,1
katecanbefit,food,0.044,0
saffronroadfood,food,0.037,0
chicagobeer,food,0.011,0
therealbluprint,food,0.011,1
ontarioturkey,food,0.02,1
iamlealou,food,0.026,0
iannmarg,food,0.046,1
movingshades,food,0.032,1
juciachong,food,0.066,1
recipeforasweetlife,food,0.025,1
katheats,food,0.055,1
nattistagram,food,0.034,1
janaduff,food,0.023,0
itsrachelsjourney_sw,food,0.062,1
yaybabyblog,food,0.036,1
magicofunicorns,food,0.04,0
cupsicake_,food,0.035,0
swisswatches,food,0.049,1
col_ph,food,0.06,1
anitakramli,food,0.014,1
chocolateslopes,food,0.016,1
mermaidsdonthavethighgaps,food,0.047,1
thecheesetruck,food,0.059,1
nacadeiradapapa,food,0.048,1
terrij10,food,0.017,1
streetsmart.rd,food,0.068,1
mybondisummer,food,0.023,0
monika_in_oz,food,0.049,0
milee0822,food,0.042,1
ssamirastyle,food,0.033,1
eatyourheartoutatl,food,0.045,0
portimismo,food,0.065,1
lardacah_09,food,0.058,1
bjswholesale,food,0.024,1
carloseats,food,0.13,0
angela.poole,food,0.022,1
diyweddingplanner,food,0.026,1
cabritogoatmeat,food,0.049,0
wakamoletrulymexican,food,0.028,0
jennaraecakes,food,0.047,0
nwafoodie,food,0.032,1
veggingattheshore,food,0.033,1
mary_berg3,food,0.052,1
thefoodamood,food,0.065,1
rosieinthe_pnw,food,0.036,0
lamafiapr,food,0.044,0
soph_gordon,food,0.059,0
tanya.whitlock,food,0.063,1
twinskitchen,food,0.06,1
activeandnourished,food,0.069,0
plantnutritionwellness,food,0.042,1
tortinsu,food,0.03,1
universdechloe,food,0.067,1
what_claire_did,food,0.056,0
tabbyfortea,food,0.049,0
kaifoom,food,0.103,0
wrapyourlipsaroundthis,food,0.148,1
jadediningoutsd,food,0.149,1
ashhleats,food,0.023,0
lauranegrato,food,0.028,0
sugardustbyamina,food,0.027,0
tangledwithtaste,food,0.049,0
my_clean_eats91,food,0.029,1
bbcgoodfood,food,0.089,1
catebutler,food,0.091,1
blogdaconfeiteira,food,0.043,0
themindbodyblueprint,food,0.029,0
gilliehouston,food,0.014,0
keith_pears,food,0.033,1
meghanlivingstone,food,0.036,0
argeta_slovenija,food,0.037,0
saiprojects,food,0.061,0
macaronsandlavender,food,0.017,0
kalejunkie,food,0.051,1
halimagoga,food,0.059,1
kuzivancija,food,0.014,0
theslimmingman,food,0.114,0
dianehoffmaster,food,0.014,1
missyrakes,food,0.035,0
_eatandlove,food,0.036,0
duluthloveslocal,food,0.023,1
em.dw,food,0.046,1
food.diva,food,0.067,1
mujerversatil,food,0.049,1
myfoodandhappiness,food,0.021,1
m_akiron,food,0.098,1
onkappysplate,food,0.02,0
sunnynayray,food,0.012,0
awmyposh,food,0.052,0
cookielicious_nz,food,0.068,0
sophsslimmingworld_xo,food,0.067,0
sparklenwife,food,0.04,0
wheatgrass_warrior,food,0.065,0
vegan,food,0.013,1
ummeetaa_x,food,0.028,1
thelemonbowl,food,0.019,0
tacos,food,0.036,1
projectskin_,food,0.014,0
oliveyouwhole,food,0.041,1
lizweiss,food,0.028,0
foodie,food,0.067,1
anoregoncottage,food,0.043,1
hopsmash,food,0.023,0
foragesussex,food,0.06,0
everythingerica,food,0.054,0
mrs_a_ww,food,0.117,1
laforance,food,0.028,1
chaudronpastel,food,0.033,0
raul_lemos,food,0.093,1
thewellnecessities,food,0.064,1
thehealthyapple,food,0.015,0
socialbuzztv,food,0.045,0
savvysavingcouple,food,0.058,1
burghgal,food,0.036,0
indian_cooking_classes,food,0.015,0
saramilletti,food,0.058,0
maryam__fg,food,0.039,1
kimhs2266,food,0.071,1
runaway_foodies,food,0.042,1
sarahremmer,food,0.044,1
cheftimhollingsworth,food,0.019,0
ishitaunblogged,food,0.031,0
amyspartyideas,food,0.047,0
the_garnishguy,food,0.037,1
thirstywinos,food,0.049,0
lizzieloveshealthy,food,0.043,1
cellaalyssa,food,0.051,1
bigbearswife,food,0.047,1
__valeluna__,food,0.031,0
indicaaeportal,food,0.047,0
theproperblog,food,0.075,0
beautymomme,food,0.056,1
engelsperez,food,0.048,1
abrowntable,food,0.085,0
stephh_lau,food,0.084,1
petiteelise,food,0.06,0
vickiee_yo,food,0.112,0
fairyburger,food,0.049,1
mauropadula,food,0.057,0
ittybittyfoodies,food,0.04,0
umamigirl,food,0.018,0
realadvicegal,food,0.033,1
madebychoices,food,0.125,0
veter.s.severa,food,0.054,0
villemo20,food,0.082,1
thefitfoodieblog,food,0.055,1
cakebycourtney,food,0.063,0
that1polishrunner,food,0.042,1
purenourish,food,0.06,0
vjwine,food,0.063,1
uomodellestelle_real,food,0.053,0
apedarosicler,food,0.023,1
ljnutricion,food,0.045,0
simonsketa,food,0.013,1
rita.sun19692,food,0.038,1
madeline.bourke,food,0.054,1
kleineknetwelt,food,0.026,1
greenindyblog,food,0.032,0
passthesushi,food,0.065,0
thegwinelover,food,0.064,0
roccacamilla,food,0.069,0
swlewislife,food,0.055,0
_tastymoments_,food,0.011,0
aljuice,food,0.064,1
beautifulbooze,food,0.024,1
pane_e_radici,food,0.023,1
cctomb,food,0.017,1
paulalovesfitness,food,0.045,0
carrieelleblog,food,0.064,1
kjjy84,food,0.033,1
jen_inspiringsavings,food,0.062,0
homemadeforelle,food,0.052,1
thisisbexie,food,0.015,0
monpetitglouton,food,0.016,0
addahus,food,0.062,0
jkawhiz,food,0.045,1
romihy58,food,0.041,1
la_cucina_che_vale,food,0.026,0
into.trends,food,0.069,1
foodbabyny,food,0.021,1
laurasfuentes,food,0.022,1
eduguedesoficial,food,0.042,0
theyumyumfoodie,food,0.06,1
macro_miranda,food,0.023,0
sandracherryhrt,food,0.044,1
karalydonrd,food,0.06,1
nothingbutnikita,food,0.046,0
m.milenka,food,0.036,1
beibeifit,food,0.028,1
norrskenet,food,0.026,0
mama.eco,food,0.048,1
sumaiyya.books,food,0.088,1
nanciemacpix,food,0.048,0
oldermommystill,food,0.067,0
fraujanik,food,0.027,0
agniiiese,food,0.053,0
zerowastedoc,food,0.061,1
scatteredmom,food,0.059,1
kaleo63,food,0.012,0
vapiano_germany,food,0.047,0
xlauryc,food,0.026,0
nomnom_boston,food,0.012,0
jennafarmeruk,food,0.062,0
gizzierskine,food,0.045,1
wovenblends,food,0.038,0
foodiequine,food,0.055,0
misspettigrewreview,food,0.021,1
belowthefork,food,0.031,1
astridbarque,food,0.079,0
mydisorganizedlife,food,0.067,0
monicammingo,food,0.084,0
tombrowncreates,food,0.03,0
sjwonc,food,0.032,0
lifeandliterature,food,0.019,1
motherhoodandmeals,food,0.028,1
camille_brunelle,food,0.029,1
fentropia,food,0.06,0
withshayda,food,0.019,0
karin_norsesund,food,0.055,0
cookingwithyoon,food,0.014,1
dailyclove,food,0.012,0
coffee.addict.of.insta,food,0.149,1
chocoholicrd,food,0.068,0
hobbi_as,food,0.06,0
thehealthylifeisgood,food,0.069,0
perthwinegirl,food,0.011,1
ariellesays,food,0.018,0
foodstoragemoms,food,0.031,1
gainsandgoodhabits,food,0.06,1
andreabemis,food,0.062,1
diaryofafatenglishgirl,food,0.033,0
joyoushealth,food,0.067,0
jordan.middlebrook,food,0.018,0
metropolitanclt,food,0.016,1
sunnyanderson,food,0.059,0
pepc0,food,0.066,0
heywdyt,food,0.036,1
robysushi,food,0.01,1
the.physicians.kitchen,food,0.026,0
jiimomo,food,0.051,1
chii_ne,food,0.051,0
tradingcardioforcosmos,food,0.035,0
psimadethis,food,0.014,1
rafadeconti,food,0.013,0
edibleidaho,food,0.011,1
thepotioncabinetsoaps,food,0.043,0
lifewithkami,food,0.059,0
feastoronto,food,0.143,1
lodiceisa,food,0.013,1
